Sampling Date,Location of Monitoring Station,SO2,NO2,RSPM/PM10
2011-03-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,27.0,143.0
2011-03-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",1.0,20.0,121.0
2011-03-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,32.0,131.0
2011-03-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,20.0,183.0
2011-04-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,21.0,167.0
2011-04-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,13.0,110.0
2011-04-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",26.0,17.0,120.0
2011-04-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,26.0,103.0
2011-04-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",22.0,24.0,127.0
2011-04-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",24.0,27.0,77.0
2011-04-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,17.0,70.0
2011-04-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",24.0,16.0,89.0
2011-05-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,20.0,157.0
2011-05-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,13.0,190.0
2011-05-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,42.0,309.0
2011-05-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,236.0
2011-05-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,17.0,181.0
2011-05-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,19.0,224.0
2011-05-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,24.0,180.0
2011-05-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,13.0,142.0
2011-05-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",28.0,24.0,236.0
2011-06-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,27.0,214.0
2011-06-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,27.0,104.0
2011-06-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,34.0,163.0
2011-06-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,23.0,163.0
2011-06-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,25.0,217.0
2011-06-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",28.0,37.0,108.0
2011-06-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,19.0,145.0
2011-06-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,16.0,147.0
2011-06-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,24.0,167.0
2011-06-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,22.0,157.0
2011-07-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,26.0,112.0
2011-07-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,24.0,129.0
2011-07-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,30.0,130.0
2011-07-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,24.0,162.0
2011-07-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,20.0,127.0
2011-07-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,16.0,97.0
2011-07-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,14.0,89.0
2011-07-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,19.0,90.0
2011-08-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",48.0,37.0,82.0
2011-08-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",48.0,35.0,105.0
2011-08-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",35.0,32.0,104.0
2011-08-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",30.0,29.0,105.0
2011-08-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",25.0,34.0,94.0
2011-08-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",26.0,38.0,42.0
2011-08-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",28.0,30.0,85.0
2011-08-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,29.0,60.0
2011-09-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",40.0,36.0,123.0
2011-09-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",34.0,35.0,98.0
2011-09-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",39.0,32.0,91.0
2011-09-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",31.0,27.0,144.0
2011-09-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",39.0,32.0,71.0
2011-09-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",28.0,27.0,80.0
2011-09-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",26.0,35.0,102.0
2011-09-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",35.0,32.0,79.0
2011-10-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",35.0,33.0,285.0
2011-10-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",27.0,34.0,363.0
2011-10-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",31.0,26.0,244.0
2011-10-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",34.0,29.0,330.0
2011-10-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",24.0,25.0,340.0
2011-10-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",27.0,32.0,192.0
2011-10-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",33.0,30.0,173.0
2011-11-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",37.0,32.0,24.0
2011-11-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",34.0,36.0,25.0
2011-11-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",28.0,64.0,155.0
2011-11-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",29.0,50.0,87.0
2011-11-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",41.0,63.0,119.0
2011-11-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",25.0,45.0,78.0
2011-11-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",23.0,34.0,94.0
2011-11-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",20.0,31.0,64.0
2011-11-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,29.0,72.0
2011-12-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",36.0,41.0,80.0
2011-12-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",35.0,39.0,87.0
2011-12-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",34.0,25.0,87.0
2011-12-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,27.0,55.0
2011-12-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,18.0,96.0
2011-12-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",9.0,16.0,82.0
2011-12-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",26.0,28.0,175.0
2012-01-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,24.0,59.0
2012-01-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,22.0,56.0
2012-01-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,17.0,50.0
2012-01-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,18.0,44.0
2012-01-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,19.0,52.0
2012-01-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,20.0,84.0
2012-01-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,23.0,55.0
2012-02-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,16.0,43.0
2012-02-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,18.0,41.0
2012-02-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,18.0,39.0
2012-02-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,20.0,58.0
2012-02-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",22.0,26.0,72.0
2012-02-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,65.0
2012-02-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,20.0,46.0
2012-03-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,24.0,72.0
2012-03-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,26.0,79.0
2012-03-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,24.0,94.0
2012-03-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,25.0,95.0
2012-03-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,24.0,78.0
2012-03-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,28.0,98.0
2012-03-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,28.0,90.0
2012-03-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,23.0,70.0
2012-03-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,24.0,71.0
2012-04-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,23.0,125.0
2012-04-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,24.0,126.0
2012-04-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,23.0,70.0
2012-04-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",22.0,21.0,102.0
2012-04-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,27.0,65.0
2012-04-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,22.0,71.0
2012-04-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,24.0,67.0
2012-05-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,40.0,129.0
2012-05-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,37.0,135.0
2012-05-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,38.0,103.0
2012-05-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,36.0,107.0
2012-05-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",20.0,36.0,160.0
2012-05-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,37.0,136.0
2012-05-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,35.0,146.0
2012-05-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,33.0,131.0
2012-05-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,33.0,131.0
2012-06-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",20.0,30.0,144.0
2012-06-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,31.0,121.0
2012-06-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,28.0,130.0
2012-06-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",20.0,24.0,98.0
2012-06-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,27.0,143.0
2012-06-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,26.0,95.0
2012-06-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,24.0,68.0
2012-06-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,27.0,79.0
2012-07-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,25.0,84.0
2012-07-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,19.0,63.0
2012-07-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,103.0
2012-07-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,21.0,75.0
2012-07-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,20.0,82.0
2012-07-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,17.0,80.0
2012-07-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,17.0,48.0
2012-07-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,24.0,55.0
2012-07-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,20.0,116.0
2012-08-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,23.0,88.0
2012-08-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,20.0,58.0
2012-08-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,19.0,62.0
2012-08-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,21.0,59.0
2012-08-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,27.0,71.0
2012-08-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,24.0,62.0
2012-08-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,23.0,95.0
2012-08-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,20.0,107.0
2012-09-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,22.0,123.0
2012-09-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,21.0,73.0
2012-09-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,19.0,74.0
2012-09-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,20.0,67.0
2012-09-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,22.0,79.0
2012-09-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,18.0,80.0
2012-09-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,81.0
2012-09-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,18.0,77.0
2012-10-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,95.0
2012-10-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,118.0
2012-10-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,18.0,102.0
2012-10-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,19.0,94.0
2012-10-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,73.0
2012-10-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,17.0,88.0
2012-11-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,46.0,95.0
2012-11-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,42.0,77.0
2012-11-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,44.0,76.0
2012-11-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,42.0,90.0
2012-11-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,44.0,88.0
2012-11-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,33.0,61.0
2012-11-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,46.0,106.0
2012-11-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,39.0,65.0
2012-12-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,17.0,37.0
2012-12-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,16.0,85.0
2012-12-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,16.0,100.0
2012-12-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,16.0,87.0
2012-12-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,105.0
2012-12-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,16.0,89.0
2012-12-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,21.0,104.0
2013-01-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,20.0,93.0
2013-01-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,23.0,79.0
2013-01-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,16.0,69.0
2013-01-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,19.0,74.0
2013-01-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,20.0,82.0
2013-01-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,77.0
2013-01-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,16.0,87.0
2013-01-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,18.0,72.0
2013-02-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,19.0,49.0
2013-02-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,19.0,51.0
2013-02-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,65.0
2013-02-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,14.0,39.0
2013-02-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,16.0,47.0
2013-02-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,16.0,40.0
2013-02-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,15.0,70.0
2013-02-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,75.0
2013-03-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,16.0,47.0
2013-03-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,18.0,51.0
2013-03-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,65.0
2013-03-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,20.0,62.0
2013-03-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,19.0,41.0
2013-03-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,19.0,55.0
2013-03-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,19.0,62.0
2013-03-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,43.0
2013-04-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,19.0,54.0
2013-04-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,19.0,78.0
2013-04-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,16.0,74.0
2013-04-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,17.0,82.0
2013-04-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,16.0,105.0
2013-04-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,17.0,79.0
2013-04-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,17.0,81.0
2013-04-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,14.0,52.0
2013-05-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,21.0,69.0
2013-05-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,18.0,49.0
2013-05-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",20.0,21.0,54.0
2013-05-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,18.0,72.0
2013-05-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",21.0,19.0,74.0
2013-05-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",20.0,21.0,59.0
2013-05-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,17.0,69.0
2013-05-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",19.0,18.0,98.0
2013-05-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,20.0,61.0
2013-06-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,17.0,61.0
2013-06-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,19.0,51.0
2013-06-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,91.0
2013-06-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,20.0,72.0
2013-06-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,19.0,54.0
2013-06-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,18.0,50.0
2013-06-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,21.0,53.0
2013-06-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,21.0,51.0
2013-07-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,66.0
2013-07-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,62.0
2013-07-09,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,62.0
2013-07-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,17.0,65.0
2013-07-16,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,14.0,59.0
2013-07-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,17.0,47.0
2013-07-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,15.0,64.0
2013-07-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,18.0,63.0
2013-07-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,56.0
2013-08-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,16.0,59.0
2013-08-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,17.0,57.0
2013-08-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,54.0
2013-08-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,45.0
2013-08-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,21.0,49.0
2013-08-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,18.0,55.0
2013-08-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,59.0
2013-08-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,18.0,63.0
2013-09-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,19.0,53.0
2013-09-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,18.0,56.0
2013-09-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,20.0,56.0
2013-09-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,15.0,37.0
2013-09-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,58.0
2013-09-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,17.0,52.0
2013-09-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,59.0
2013-09-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,16.0,49.0
2013-10-01,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,20.0,43.0
2013-10-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,30.0
2013-10-08,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,43.0
2013-10-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,37.0
2013-10-15,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,14.0,39.0
2013-10-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,19.0,37.0
2013-10-22,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,19.0,44.0
2013-10-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",17.0,19.0,35.0
2013-10-29,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,18.0,31.0
2013-10-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,18.0,30.0
2013-11-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,50.0
2013-11-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,17.0,52.0
2013-11-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,55.0
2013-11-14,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,14.0,71.0
2013-11-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,18.0,45.0
2013-11-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,55.0
2013-11-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",18.0,15.0,45.0
2013-11-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,19.0,41.0
2013-12-03,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,13.0,34.0
2013-12-05,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,16.0,75.0
2013-12-10,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,15.0,63.0
2013-12-12,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,16.0,38.0
2013-12-17,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,19.0,40.0
2013-12-19,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,14.0,31.0
2013-12-24,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,15.0,48.0
2013-12-26,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",16.0,15.0,53.0
2013-12-31,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,15.0,49.0
2014-01-02,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,17.0,55.0
2014-01-07,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,45.0
2014-01-21,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,18.0,50.0
2014-01-23,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,46.0
2014-01-28,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,14.0,42.0
2014-01-30,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,18.0,43.0
2014-02-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,17.0,51.0
2014-02-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,16.0,46.0
2014-02-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",10.0,19.0,50.0
2014-02-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,14.0,48.0
2014-02-18,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,16.0,32.0
2014-02-20,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",14.0,14.0,29.0
2014-02-25,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,17.0,17.0
2014-02-27,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,44.0
2014-03-04,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",12.0,17.0,25.0
2014-03-06,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",13.0,16.0,29.0
2014-03-11,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",11.0,18.0,29.0
2014-03-13,"Kathivakkam, Municipal Kalyana Mandapam, Chennai",15.0,16.0,41.0
