Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5
72,30-01-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,14,58,NA
72,04-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,13,53,NA
72,06-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,13,46,NA
72,11-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,12,52,NA
72,13-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,13,46,NA
72,18-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,15,40,NA
72,20-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,12,42,NA
72,25-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,12,37,NA
72,27-02-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,48,NA
72,04-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,13,63,NA
72,06-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,16,45,NA
72,11-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,14,76,NA
72,13-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,70,NA
72,18-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,14,63,NA
72,20-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,13,60,NA
72,25-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,16,61,NA
72,27-03-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,13,64,NA
72,01-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,12,35,NA
72,08-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,14,34,NA
72,10-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,40,NA
72,15-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,16,25,NA
72,17-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,13,34,NA
72,22-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,40,NA
72,24-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,14,45,NA
72,29-04-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,13,32,NA
72,06-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,14,31,NA
72,08-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,17,32,NA
72,13-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,12,42,NA
72,15-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,14,30,NA
72,20-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,41,NA
72,22-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,12,44,NA
72,27-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,14,53,NA
72,29-05-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,14,39,NA
72,03-06-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,17,36,NA
72,05-06-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,17,33,NA
72,10-06-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,16,44,NA
72,12-06-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,20,36,NA
72,19-06-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,17,41,NA
72,24-06-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,16,43,NA
72,26-06-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,17,47,NA
72,01-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,15,52,NA
72,03-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,18,59,NA
72,08-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,17,45,NA
72,10-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,14,35,NA
72,15-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,16,50,NA
72,17-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,14,37,NA
72,22-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,16,56,NA
72,24-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,10,15,38,NA
72,29-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,14,40,NA
72,31-07-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,18,36,NA
72,05-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,14,45,NA
72,07-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,17,44,NA
72,12-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,12,48,NA
72,14-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,15,43,NA
72,19-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,13,32,NA
72,21-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,15,44,NA
72,26-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,15,36,NA
72,28-08-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,13,38,NA
72,07-10-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,14,38,NA
72,09-10-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,14,55,NA
72,14-10-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,17,49,NA
72,16-10-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,17,75,NA
72,23-10-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,14,74,NA
72,28-10-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,16,50,NA
72,04-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,17,39,NA
72,06-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,18,37,NA
72,11-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,17,22,56,NA
72,13-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,18,72,NA
72,18-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,17,57,NA
72,20-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,18,45,NA
72,25-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,17,64,NA
72,27-11-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,12,18,44,NA
72,09-12-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,15,42,NA
72,11-12-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,44,NA
72,16-12-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,13,16,44,NA
72,18-12-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,14,14,38,NA
72,23-12-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,15,13,47,NA
72,30-12-15,Tamil Nadu,Chennai,"Thiruvottiyur, Chennai",Tamilnadu State Pollution Control Board,Industrial Area,11,18,55,NA
159,02-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,42,18,NA
159,07-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,33,45,NA
159,09-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,36,16,NA
159,13-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,21,23,NA
159,20-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",8,19,38,NA
159,22-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,6,10,NA
159,24-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,33,17,NA
159,28-01-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,20,18,NA
159,04-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,24,30,NA
159,06-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,18,44,NA
159,11-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,23,27,NA
159,13-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,14,32,NA
159,18-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,5,22,NA
159,20-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,26,26,NA
159,25-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",11,8,46,NA
159,27-02-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,13,26,NA
159,03-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,9,29,NA
159,05-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,11,23,NA
159,10-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,25,NA
159,12-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,11,27,NA
159,17-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,24,NA
159,19-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,11,19,NA
159,24-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,14,27,NA
159,27-03-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,34,NA
159,07-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,16,21,NA
159,09-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,8,26,NA
159,15-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,8,33,NA
159,17-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,16,39,NA
159,21-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,16,22,NA
159,23-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,24,24,NA
159,27-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,20,26,NA
159,29-04-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,12,41,NA
159,06-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,7,29,NA
159,08-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,23,48,NA
159,12-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,6,90,NA
159,15-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,20,28,NA
159,19-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,24,24,NA
159,22-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,48,33,NA
159,26-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,25,23,NA
159,29-05-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,19,24,NA
159,02-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",7,23,31,NA
159,05-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,18,21,NA
159,09-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,6,25,NA
159,12-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,17,15,NA
159,16-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,30,NA
159,19-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,21,23,NA
159,23-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,10,21,NA
159,26-06-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,12,20,NA
159,03-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,14,21,NA
159,07-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,15,26,NA
159,10-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",25,5,31,NA
159,14-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,50,NA
159,17-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,8,18,NA
159,21-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,9,18,NA
159,24-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,11,26,NA
159,28-07-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",9,8,15,NA
159,04-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,6,20,NA
159,07-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,12,13,NA
159,11-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,13,25,NA
159,14-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,14,70,NA
159,18-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,8,17,NA
159,21-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,17,22,NA
159,24-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,6,19,NA
159,28-08-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,22,13,NA
159,01-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,30,NA
159,04-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,15,20,NA
159,08-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,16,18,NA
159,11-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,20,16,NA
159,15-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,23,16,NA
159,22-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,20,23,NA
159,26-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,6,29,NA
159,29-09-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,9,18,NA
159,01-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,23,40,NA
159,06-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,23,42,NA
159,09-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,29,45,NA
159,13-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,39,45,NA
159,16-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,30,32,NA
159,20-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,23,62,NA
159,27-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,37,26,NA
159,30-10-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,36,24,NA
159,03-11-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,43,29,NA
159,06-11-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,40,24,NA
159,13-11-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,74,NA
159,24-11-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",NA,NA,82,NA
159,27-11-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,59,25,NA
159,15-12-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,53,9,NA
159,18-12-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,27,17,NA
159,22-12-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,32,6,NA
159,28-12-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,12,14,NA
159,30-12-15,Tamil Nadu,Chennai,"Madras Medical College, Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,8,7,NA
160,07-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,40,45,NA
160,09-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,28,54,NA
160,13-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",12,34,93,NA
160,21-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,40,92,NA
160,23-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,16,NA
160,24-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",6,30,27,NA
160,28-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,36,32,NA
160,30-01-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,17,26,NA
160,04-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,32,45,NA
160,06-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,30,36,NA
160,11-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,30,39,NA
160,13-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,27,69,NA
160,20-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,15,59,NA
160,25-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,22,48,NA
160,26-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",3,15,36,NA
160,27-02-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,39,NA
160,03-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",10,7,24,NA
160,05-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",5,5,28,NA
160,10-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,13,51,NA
160,12-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",4,10,48,NA
160,17-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,5,93,NA
160,19-03-15,Tamil Nadu,Chennai,"NEERI, CSIR Campus Chennai",National Environmental Engineering Research Institute,"Residential, Rural and other Areas",2,16,43,NA
